"Flugpassagiere im Linien- und Charterverkehr"
"FILTER:Flugpassagiere im Linien- und Charterverkehr nach Flughafen, Art des Verkehrs, Art der Passagiere, Monat und Jahr"
"Schweiz";"Charterverkehr";"Transitpassagiere";"September";...;...;...;...;...;...;...;...;...;...;...;7387;6464;7337;5612;8535;4790;7982;3103;1234;2129;3327;3521;2978;5396;2199;2791;1425;1204;1287;470
"Schweiz";"Charterverkehr";"Transitpassagiere";"Oktober";...;...;...;...;...;...;...;...;...;...;...;5808;4648;7947;7312;8040;7769;2838;3154;1437;2523;7231;3948;4727;2972;2903;3482;3347;1840;2060;...
"Schweiz";"Charterverkehr";"Transitpassagiere";"November";...;...;...;...;...;...;...;...;...;...;...;5678;2883;6373;7177;5136;4804;3909;3183;1762;2307;1000;1137;4123;1506;1540;350;1096;1050;1990;...
"Schweiz";"Charterverkehr";"Transitpassagiere";"Dezember";...;...;...;...;...;...;...;...;...;...;...;6788;3655;7525;5651;5341;4978;4192;2069;1078;2175;1817;1071;1862;74;674;107;459;614;1177;...
">> Landesflughäfen";"Art des Verkehrs - Total";"Lokal- und Transferpassagiere";"Jahrestotal";291339;2152423;7258478;12432789;14629757;19543575;23230962;24128352;26461016;28191198;30999655;33827451;31746091;28238259;27307756;28186474;30500361;33099994;35688525;37626819;36908327;38691261;42337848;43896908;45025713;47007006;48962605;51362118;54489680;57206802;...
">> Landesflughäfen";"Art des Verkehrs - Total";"Lokal- und Transferpassagiere";"Januar";...;...;...;...;...;...;...;...;...;...;...;2299205;2483177;1977732;2113534;2079758;2301717;2400386;2613762;2761595;2708824;2865676;3140137;3205791;3227067;3306962;3420341;3569921;3794006;3923316;4086596
">> Landesflughäfen";"Art des Verkehrs - Total";"Lokal- und Transferpassagiere";"Februar";...;...;...;...;...;...;...;...;...;...;...;2309501;2448093;1991313;2059003;2082257;2175003;2323286;2566299;2852370;2590375;2789854;3003481;3183275;3200486;3230977;3352578;3611795;3768072;3919101;4038284
">> Landesflughäfen";"Art des Verkehrs - Total";"Lokal- und Transferpassagiere";"März";...;...;...;...;...;...;...;...;...;...;...;2837713;2981485;2484841;2391479;2348127;2649218;2764804;3099444;3396097;3007152;3291862;3471119;3687924;3860615;3830261;3975805;4168349;4390470;4657198;4805600
">> Landesflughäfen";"Art des Verkehrs - Total";"Lokal- und Transferpassagiere";"April";...;...;...;...;...;...;...;...;...;...;...;2910258;2945456;2312693;2147820;2375665;2524547;2827705;2998203;3127845;3133825;2683410;3529403;3738962;3791022;3986920;4128734;4187304;4744449;4963350;5062016
">> Landesflughäfen";"Art des Verkehrs - Total";"Lokal- und Transferpassagiere";"Mai";...;...;...;...;...;...;...;...;...;...;...;2891499;2814325;2349653;2082220;2256742;2497219;2747762;2903627;3223608;3030318;3214003;3535916;3681297;3869590;3942179;4212650;4415373;4565810;4868027;4942085
">> Landesflughäfen";"Art des Verkehrs - Total";"Lokal- und Transferpassagiere";"Juni";...;...;...;...;...;...;...;...;...;...;...;2945312;3002940;2485972;2320017;2408404;2584701;2883265;3058733;3244862;3197092;3311432;3677611;3818007;3939953;4168012;4226912;4360693;4774123;4975284;5257638
">> Landesflughäfen";"Art des Verkehrs - Total";"Lokal- und Transferpassagiere";"Juli";...;...;...;...;...;...;...;...;...;...;...;3360750;3288067;2732771;2619722;2727598;3001610;3176592;3437377;9596315;3564397;3817822;4214372;4307048;4393010;4576148;4883267;5159791;5441917;5635129;5734582
">> Landesflughäfen";"Art des Verkehrs - Total";"Lokal- und Transferpassagiere";"August";...;...;...;...;...;...;...;...;...;...;...;3208895;3186875;2729155;2644698;2610988;2834552;3050851;3320666;3571463;3520042;3718144;3943734;4146310;4340428;4690260;4899823;5055541;5338046;5622836;5701745
">> Landesflughäfen";"Art des Verkehrs - Total";"Lokal- und Transferpassagiere";"September";...;...;...;...;...;...;...;...;...;...;...;3111348;2923080;2588143;2418760;2530071;2710365;2961148;3168610;3262498;3228684;3513428;3756233;3900959;3989335;4245532;4423582;4620598;4936908;5175960;5200859
">> Landesflughäfen";"Art des Verkehrs - Total";"Lokal- und Transferpassagiere";"Oktober";...;...;...;...;...;...;...;...;...;...;...;3153590;2155244;2581187;2551941;2599584;2746969;2968144;3188280;3286701;3374687;3670204;3845618;3870795;3979181;4284614;4454530;4752748;4957131;5216177;...
">> Landesflughäfen";"Art des Verkehrs - Total";"Lokal- und Transferpassagiere";"November";...;...;...;...;...;...;...;...;...;...;...;2378484;1640758;1959456;1908378;2007751;2143026;2363927;2565321;2563761;2678994;2870583;2969752;3072104;3082887;3216718;3382707;3511538;3666833;3904685;...
">> Landesflughäfen";"Art des Verkehrs - Total";"Lokal- und Transferpassagiere";"Dezember";...;...;...;...;...;...;...;...;...;...;...;2420896;1876591;2045343;2050184;2159529;2331434;2632124;2768203;2721093;2873937;2944843;3250472;3284436;3352139;3528423;3601676;3948467;4111915;4345739;...
">> Landesflughäfen";"Art des Verkehrs - Total";"Transitpassagiere";"Jahrestotal";...;...;...;...;...;...;...;...;...;...;...;560965;443468;446567;348531;305902;351559;394347;264011;234025;204594;147311;130723;136616;127674;94359;78428;64712;58649;56330;...
">> Landesflughäfen";"Art des Verkehrs - Total";"Transitpassagiere";"Januar";...;...;...;...;...;...;...;...;...;...;...;54140;37898;30227;25708;28474;31953;34856;30424;19896;14576;14677;12105;7999;6827;8269;6766;7336;5120;4176;6086
">> Landesflughäfen";"Art des Verkehrs - Total";"Transitpassagiere";"Februar";...;...;...;...;...;...;...;...;...;...;...;53697;43291;29001;29398;27566;30957;27925;26391;16503;8977;12809;10748;6450;8485;7258;8048;7035;7153;3066;4911
">> Landesflughäfen";"Art des Verkehrs - Total";"Transitpassagiere";"März";...;...;...;...;...;...;...;...;...;...;...;54560;46811;36795;29132;30198;35302;29847;32169;19609;15233;14084;10748;8517;12544;11113;5884;7797;5573;6922;5420
">> Landesflughäfen";"Art des Verkehrs - Total";"Transitpassagiere";"April";...;...;...;...;...;...;...;...;...;...;...;48086;39805;33589;25889;19517;30966;38564;30854;21782;16139;11703;11718;12868;10582;10867;5371;3725;2976;4500;5006
">> Landesflughäfen";"Art des Verkehrs - Total";"Transitpassagiere";"Mai";...;...;...;...;...;...;...;...;...;...;...;39084;35477;39064;28334;22373;30147;28835;15879;26415;20456;11505;11991;12293;14908;11359;5609;5427;3853;3294;5163
">> Landesflughäfen";"Art des Verkehrs - Total";"Transitpassagiere";"Juni";...;...;...;...;...;...;...;...;...;...;...;38414;36965;41770;31541;21675;27656;32782;15225;24584;16647;12105;11005;15979;13821;7544;7464;5304;3879;7053;8638
">> Landesflughäfen";"Art des Verkehrs - Total";"Transitpassagiere";"Juli";...;...;...;...;...;...;...;...;...;...;...;54840;40873;44049;29555;23321;25694;31841;22786;20980;21837;12243;14311;13066;9023;5061;6249;4281;3416;5160;8620
">> Landesflughäfen";"Art des Verkehrs - Total";"Transitpassagiere";"August";...;...;...;...;...;...;...;...;...;...;...;56385;33875;45059;29221;22378;23199;35552;22690;23201;18960;9608;11693;16682;12765;5191;5398;3856;3222;4618;8883
