"Flugbewegungen (Starts und Landungen) im Linien- und Charterverkehr"
"FILTER:Flugbewegungen (Starts und Landungen) im Linien- und Charterverkehr nach Flughafen, Art des Verkehrs, Monat, Jahr"
"... Basel-Mulhouse";"Art des Verkehrs - Total";"Mai";...;...;...;...;...;...;...;...;...;...;...;8830;8485;7200;4779;4497;5107;4979;4999;5198;4645;4683;5699;5464;5771;5984;6331;6403;6389;6439;7234
"... Basel-Mulhouse";"Art des Verkehrs - Total";"Juni";...;...;...;...;...;...;...;...;...;...;...;8433;8240;7151;4968;4740;5235;5138;5135;5525;4702;4906;5501;5567;5751;6108;6062;6175;6427;6535;7264
"... Basel-Mulhouse";"Art des Verkehrs - Total";"Juli";...;...;...;...;...;...;...;...;...;...;...;9004;8751;7637;4985;5044;5361;5116;5161;5203;4728;5058;5638;5725;6075;6372;6515;6572;6723;7111;7481
"... Basel-Mulhouse";"Art des Verkehrs - Total";"August";...;...;...;...;...;...;...;...;...;...;...;8670;8573;7302;4663;4472;5181;4821;4901;4795;4354;4784;5499;5403;5637;6159;6287;6393;6587;7137;7404
"... Basel-Mulhouse";"Art des Verkehrs - Total";"September";...;...;...;...;...;...;...;...;...;...;...;8734;8296;6912;4804;4950;5495;5167;5084;5211;4809;5032;5693;5559;5862;6258;6264;6364;6609;6986;7400
"... Basel-Mulhouse";"Art des Verkehrs - Total";"Oktober";...;...;...;...;...;...;...;...;...;...;...;8518;7925;7303;4798;4913;5396;5044;5119;5220;4787;5083;5693;5430;5651;6259;6184;6443;6663;7013;...
"... Basel-Mulhouse";"Art des Verkehrs - Total";"November";...;...;...;...;...;...;...;...;...;...;...;7918;6838;6436;4020;4611;4251;4533;4449;4005;4183;4378;4817;4749;4678;4890;4923;4911;5029;5414;...
"... Basel-Mulhouse";"Art des Verkehrs - Total";"Dezember";...;...;...;...;...;...;...;...;...;...;...;7371;6289;6098;3730;4071;3982;4196;4136;3694;3830;4085;4751;4484;4645;4883;4848;4982;5262;5559;...
"... Basel-Mulhouse";"Linienverkehr";"Jahrestotal";1927;8827;14617;20997;24701;36020;48833;56872;61241;69030;84176;86973;83692;74636;51203;45524;49537;48126;49681;49695;46127;48634;58748;57793;60474;63375;65020;66487;68129;70523;...
"... Basel-Mulhouse";"Linienverkehr";"Januar";...;...;...;...;...;...;...;...;...;...;...;6968;7193;6231;5689;3367;3849;3761;3875;3863;3314;3372;4317;4386;4161;4224;4272;4287;4319;4529;4711
"... Basel-Mulhouse";"Linienverkehr";"Februar";...;...;...;...;...;...;...;...;...;...;...;6971;6547;5878;5267;3342;3669;3511;3876;3875;3249;3400;4090;4317;4179;4244;4418;4706;4611;4536;4793
"... Basel-Mulhouse";"Linienverkehr";"März";...;...;...;...;...;...;...;...;...;...;...;7565;7329;6422;5680;3784;4105;3962;4342;4117;3838;3921;4900;4888;4717;4893;5206;5176;5364;5334;5761
"... Basel-Mulhouse";"Linienverkehr";"April";...;...;...;...;...;...;...;...;...;...;...;7202;7068;6354;4133;3625;4151;3901;4164;4396;3985;3388;4977;4851;5173;5426;5752;5713;5800;5905;6563
"... Basel-Mulhouse";"Linienverkehr";"Mai";...;...;...;...;...;...;...;...;...;...;...;7718;7462;6392;4022;3715;4268;4259;4279;4500;4090;4114;5419;5157;5521;5768;6075;6099;6209;6250;6978
"... Basel-Mulhouse";"Linienverkehr";"Juni";...;...;...;...;...;...;...;...;...;...;...;7252;7217;6314;4131;3948;4482;4310;4279;4501;4172;4272;5159;5159;5478;5826;5809;6036;6289;6336;6967
"... Basel-Mulhouse";"Linienverkehr";"Juli";...;...;...;...;...;...;...;...;...;...;...;7441;7427;6700;4095;4088;4346;4080;4328;4508;4098;4360;5165;5176;5768;5989;6088;6319;6453;6727;7140
"... Basel-Mulhouse";"Linienverkehr";"August";...;...;...;...;...;...;...;...;...;...;...;7235;7229;6257;3668;3599;4220;3924;4041;4081;3738;4353;5063;4925;5348;5715;5890;6105;6295;6766;6996
"... Basel-Mulhouse";"Linienverkehr";"September";...;...;...;...;...;...;...;...;...;...;...;7407;7143;6047;3924;4141;4608;4256;4263;4476;4242;4654;5293;5135;5626;5969;6035;6185;6410;6736;7027
"... Basel-Mulhouse";"Linienverkehr";"Oktober";...;...;...;...;...;...;...;...;...;...;...;7397;6997;6545;3892;4115;4494;4331;4410;4563;4229;4689;5273;5092;5479;5940;5985;6249;6440;6768;...
"... Basel-Mulhouse";"Linienverkehr";"November";...;...;...;...;...;...;...;...;...;...;...;7158;6310;5895;3418;4163;3814;4085;4055;3501;3786;4243;4569;4471;4580;4737;4831;4815;4892;5257;...
"... Basel-Mulhouse";"Linienverkehr";"Dezember";...;...;...;...;...;...;...;...;...;...;...;6659;5770;5601;3284;3637;3531;3746;3769;3314;3386;3868;4523;4236;4444;4644;4659;4797;5047;5379;...
"... Basel-Mulhouse";"Charterverkehr";"Jahrestotal";538;4706;5319;2914;6635;12739;11625;11119;11373;12110;12690;12617;10766;8648;8675;8082;8364;8042;7460;7173;5886;5299;3421;3961;2620;2843;2794;2185;2239;2702;...
"... Basel-Mulhouse";"Charterverkehr";"Januar";...;...;...;...;...;...;...;...;...;...;...;757;688;505;547;478;465;460;418;378;374;410;148;224;214;116;206;142;177;194;165
"... Basel-Mulhouse";"Charterverkehr";"Februar";...;...;...;...;...;...;...;...;...;...;...;791;605;528;532;503;490;432;367;370;382;430;104;193;147;111;147;116;98;149;110
"... Basel-Mulhouse";"Charterverkehr";"März";...;...;...;...;...;...;...;...;...;...;...;843;739;608;640;536;539;483;446;404;393;492;135;214;200;93;158;140;106;184;128
"... Basel-Mulhouse";"Charterverkehr";"April";...;...;...;...;...;...;...;...;...;...;...;1015;892;719;643;673;625;664;669;614;440;511;207;300;233;198;241;149;204;200;187
"... Basel-Mulhouse";"Charterverkehr";"Mai";...;...;...;...;...;...;...;...;...;...;...;1112;1023;808;757;782;839;720;720;698;555;569;280;307;250;216;256;304;180;189;256
"... Basel-Mulhouse";"Charterverkehr";"Juni";...;...;...;...;...;...;...;...;...;...;...;1181;1023;837;837;792;753;828;856;1024;530;634;342;408;273;282;253;139;138;199;297
"... Basel-Mulhouse";"Charterverkehr";"Juli";...;...;...;...;...;...;...;...;...;...;...;1563;1324;937;890;956;1015;1036;833;695;630;698;473;549;307;383;427;253;270;384;341
"... Basel-Mulhouse";"Charterverkehr";"August";...;...;...;...;...;...;...;...;...;...;...;1435;1344;1045;995;873;961;897;860;714;616;431;436;478;289;444;397;288;292;371;408
"... Basel-Mulhouse";"Charterverkehr";"September";...;...;...;...;...;...;...;...;...;...;...;1327;1153;865;880;809;887;911;821;735;567;378;400;424;236;289;229;179;199;250;373
"... Basel-Mulhouse";"Charterverkehr";"Oktober";...;...;...;...;...;...;...;...;...;...;...;1121;928;758;906;798;902;713;709;657;558;394;420;338;172;319;199;194;223;245;...
"... Basel-Mulhouse";"Charterverkehr";"November";...;...;...;...;...;...;...;...;...;...;...;760;528;541;602;448;437;448;394;504;397;135;248;278;98;153;92;96;137;157;...
"... Basel-Mulhouse";"Charterverkehr";"Dezember";...;...;...;...;...;...;...;...;...;...;...;712;519;497;446;434;451;450;367;380;444;217;228;248;201;239;189;185;215;180;...
"... Genève Cointrin";"Art des Verkehrs - Total";"Jahrestotal";12859;29967;62988;69508;74208;91480;99135;102137;100476;105281;110350;118950;113369;115471;115276;112866;116545;117615;127909;130852;123050;123173;133755;140329;138503;143265;146440;148185;147615;144721;...
"... Genève Cointrin";"Art des Verkehrs - Total";"Januar";...;...;...;...;...;...;...;...;...;...;...;9815;10203;9837;10405;9700;10419;10673;11257;11796;11382;11047;12231;11941;11893;12080;12570;12779;12838;12447;12601
"... Genève Cointrin";"Art des Verkehrs - Total";"Februar";...;...;...;...;...;...;...;...;...;...;...;9475;9368;9148;9649;9300;9784;9953;10566;11421;10537;10507;11214;11791;11375;11428;11711;12608;12202;11881;12063
"... Genève Cointrin";"Art des Verkehrs - Total";"März";...;...;...;...;...;...;...;...;...;...;...;10349;10390;10320;10952;10076;10893;11067;11813;12434;11783;11775;12464;12935;12897;13066;13255;13396;13643;13049;13738
"... Genève Cointrin";"Art des Verkehrs - Total";"April";...;...;...;...;...;...;...;...;...;...;...;9876;9367;9101;9506;9267;10088;9802;10639;10866;10703;9002;11215;11517;11614;11891;12213;12323;12788;12309;12487
"... Genève Cointrin";"Art des Verkehrs - Total";"Mai";...;...;...;...;...;...;...;...;...;...;...;10113;9443;9229;9275;8907;9529;9502;10462;10731;9917;9879;10937;11638;11473;11858;11995;12215;12527;11880;12057
"... Genève Cointrin";"Art des Verkehrs - Total";"Juni";...;...;...;...;...;...;...;...;...;...;...;9823;9379;9304;9319;9026;9461;9424;10284;10917;9878;10161;10857;11759;11393;12074;12252;12143;12186;11740;12081
"... Genève Cointrin";"Art des Verkehrs - Total";"Juli";...;...;...;...;...;...;...;...;...;...;...;10388;9622;10032;9990;9469;9773;9607;10844;11128;10321;10806;11296;12146;12021;12625;12843;12947;12688;12312;12599
"... Genève Cointrin";"Art des Verkehrs - Total";"August";...;...;...;...;...;...;...;...;...;...;...;10393;9634;9883;9773;9487;9504;9366;10662;10920;10212;10489;10955;11800;11752;12415;12661;12755;12324;12178;12234
"... Genève Cointrin";"Art des Verkehrs - Total";"September";...;...;...;...;...;...;...;...;...;...;...;9883;9217;9528;9370;9354;9513;9360;10409;10661;9856;10261;11076;11667;11584;11935;12257;12377;12217;12057;11939
